Compound,A,B,In literature,Lowest distortion,v(A),v(B),r(AXII)(Å),r(AVI)(Å),r(BVI)(Å),EN(A),EN(B),l(A-O)(Å),l(B-O)(Å),ΔENR,tG,τ,μ
SmFeO3,Sm,Fe,TRUE,orthorhombic,3,3,1.24,0.96,0.65,1.17,1.83,2.611965458,1.999521816,-5.804928571,0.910615562,2.014548224,0.464285714
SmGaO3,Sm,Ga,FALSE,orthorhombic,3,3,1.24,0.96,0.62,1.17,1.81,2.611965458,1.974643898,-5.779285714,0.924139556,1.914234761,0.442857143
SmHfO3,Sm,Hf,FALSE,orthorhombic,2,4,1.32,0.96,0.71,1.17,1.3,2.611965458,2.027412322,-6.469,0.911531017,3.967924635,0.507142857
SmIrO3,Sm,Ir,FALSE,cubic,2,4,1.32,0.96,0.63,1.17,2.2,2.611965458,2.009082787,-5.941714286,0.947453421,3.887575792,0.45
SmMoO3,Sm,Mo,FALSE,orthorhombic,2,4,1.32,0.96,0.65,1.17,2.16,2.611965458,1.7893,-5.978,0.938209973,3.887124603,0.464285714
SmNbO3,Sm,Nb,FALSE,orthorhombic,2,4,1.32,0.96,0.68,1.17,1.6,2.611965458,1.955055241,-6.277428571,0.924678098,3.91196206,0.485714286
SmNiO3,Sm,Ni,TRUE,orthorhombic,3,3,1.24,0.96,0.6,1.17,1.91,2.611965458,2.103725488,-5.713142857,0.933380951,1.874019331,0.428571429
SmPbO3,Sm,Pb,FALSE,cubic,2,4,1.32,0.96,0.78,1.17,2.33,2.611965458,2.362863567,-6.002142857,0.882261672,4.22836315,0.557142857
SmPdO3,Sm,Pd,FALSE,orthorhombic,2,4,1.32,0.96,0.62,1.17,2.2,2.611965458,2.04250519,-5.932857143,0.952143785,3.892902993,0.442857143
SmPrO3,Sm,Pr,FALSE,cubic,2,4,1.32,0.96,0.85,1.17,1.13,2.611965458,2.340791612,-6.786214286,0.854813531,4.703466077,0.607142857
SmReO3,Sm,Re,FALSE,cubic,2,4,1.32,0.96,0.63,1.17,1.9,2.611965458,1.98797081,-6.076714286,0.947453421,3.887575792,0.45
SmRhO3,Sm,Rh,TRUE,orthorhombic,2,4,1.32,0.96,0.6,1.17,2.28,2.611965458,2.001424352,-5.880857143,0.961665222,3.91385071,0.428571429
SmRuO3,Sm,Ru,FALSE,orthorhombic,2,4,1.32,0.96,0.62,1.17,2.2,2.611965458,2.018753288,-5.932857143,0.952143785,3.892902993,0.442857143
SmSbO3,Sm,Sb,FALSE,cubic,3,3,1.24,0.96,0.76,1.17,2.05,2.611965458,2.075848892,-5.812,0.864241621,2.840582612,0.542857143
SmSnO3,Sm,Sn,FALSE,cubic,2,4,1.32,0.96,0.69,1.17,1.96,2.611965458,2.052287148,-6.113142857,0.920253801,3.927110961,0.492857143
SmTaO3,Sm,Ta,FALSE,cubic,2,4,1.32,0.96,0.68,1.17,1.5,2.611965458,1.956808277,-6.326,0.924678098,3.91196206,0.485714286
SmTbO3,Sm,Tb,FALSE,cubic,2,4,1.32,0.96,0.76,1.17,1.2,2.611965458,2.256932729,-6.599714286,0.890430761,4.134229687,0.542857143
SmThO3,Sm,Th,FALSE,cubic,2,4,1.32,0.96,0.94,1.17,1.3,2.611965458,2.246056043,-6.820571429,0.821936088,5.761678554,0.671428571
SmTiO3,Sm,Ti,TRUE,orthorhombic,2,4,1.32,0.96,0.61,1.17,1.54,2.611965458,1.927848949,-6.211571429,0.956880818,3.901652172,0.435714286
SmUO3,Sm,U,FALSE,cubic,2,4,1.32,0.96,0.89,1.17,1.38,2.611965458,2.0478,-6.693285714,0.83988229,5.098531848,0.635714286
SmVO3,Sm,V,TRUE,orthorhombic,2,4,1.32,0.96,0.58,1.17,1.63,2.611965458,1.758039163,-6.133571429,0.971379013,3.948753656,0.414285714
SmWO3,Sm,W,FALSE,cubic,2,4,1.32,0.96,0.66,1.17,2.36,2.611965458,1.7456,-5.892857143,0.933655556,3.891992285,0.471428571
SmZrO3,Sm,Zr,FALSE,orthorhombic,2,4,1.32,0.96,0.72,1.17,1.33,2.611965458,2.043777903,-6.468857143,0.907231342,3.993693878,0.514285714
SrCeO3,Sr,Ce,TRUE,orthorhombic,2,4,1.44,1.18,0.87,0.95,1.12,2.768350558,2.268642439,-7.541142857,0.884662228,4.178575819,0.621428571
SrFeO3,Sr,Fe,FALSE,orthorhombic,2,4,1.44,1.18,0.59,0.95,1.83,2.768350558,1.999521816,-6.777928571,1.009137316,3.843561641,0.421428571
SrHfO3,Sr,Hf,TRUE,orthorhombic,2,4,1.44,1.18,0.71,0.95,1.3,2.768350558,2.027412322,-7.184714286,0.95174562,3.708143114,0.507142857
SrIrO3,Sr,Ir,TRUE,orthorhombic,2,4,1.44,1.18,0.63,0.95,2.2,2.768350558,2.009082787,-6.657428571,0.989252837,3.752096492,0.45
SrMoO3,Sr,Mo,TRUE,orthorhombic,2,4,1.44,1.18,0.65,0.95,2.16,2.768350558,1.7893,-6.693714286,0.97960159,3.724155731,0.464285714
SrNbO3,Sr,Nb,TRUE,orthorhombic,2,4,1.44,1.18,0.68,0.95,1.6,2.768350558,1.955055241,-6.993142857,0.96547272,3.703582344,0.485714286
SrPbO3,Sr,Pb,TRUE,orthorhombic,2,4,1.44,1.18,0.78,0.95,2.33,2.768350558,2.362863567,-6.717857143,0.921184981,3.817185863,0.557142857
SrPdO3,Sr,Pd,FALSE,orthorhombic,2,4,1.44,1.18,0.62,0.95,2.2,2.768350558,2.04250519,-6.648571429,0.994150128,3.770438459,0.442857143
SrPrO3,Sr,Pr,FALSE,orthorhombic,2,4,1.44,1.18,0.85,0.95,1.13,2.768350558,2.340791612,-7.501928571,0.892525893,4.074371523,0.607142857
SrReO3,Sr,Re,FALSE,rhombohedral,2,4,1.44,1.18,0.63,0.95,1.9,2.768350558,1.98797081,-6.792428571,0.989252837,3.752096492,0.45
SrRhO3,Sr,Rh,FALSE,orthorhombic,2,4,1.44,1.18,0.6,0.95,2.28,2.768350558,2.001424352,-6.596571429,1.004091629,3.816110496,0.428571429
SrRuO3,Sr,Ru,TRUE,orthorhombic,2,4,1.44,1.18,0.62,0.95,2.2,2.768350558,2.018753288,-6.648571429,0.994150128,3.770438459,0.442857143
SrSnO3,Sr,Sn,TRUE,orthorhombic,2,4,1.44,1.18,0.69,0.95,1.96,2.768350558,2.052287148,-6.828857143,0.960853234,3.702323136,0.492857143
SrTaO3,Sr,Ta,FALSE,orthorhombic,2,4,1.44,1.18,0.68,0.95,1.5,2.768350558,1.956808277,-7.041714286,0.96547272,3.703582344,0.485714286
SrTbO3,Sr,Tb,FALSE,orthorhombic,2,4,1.44,1.18,0.76,0.95,1.2,2.768350558,2.256932729,-7.315428571,0.929714472,3.771682039,0.542857143
SrTeO3,Sr,Te,FALSE,rhombohedral,2,4,1.44,1.18,0.97,0.95,2.1,2.768350558,2.115491508,-7.027857143,0.847334708,4.95799075,0.692857143
SrThO3,Sr,Th,FALSE,orthorhombic,2,4,1.44,1.18,0.94,0.95,1.3,2.768350558,2.246056043,-7.536285714,0.858197974,4.672707003,0.671428571
SrTiO3,Sr,Ti,TRUE,rhombohedral,2,4,1.44,1.18,0.61,0.95,1.54,2.768350558,1.927848949,-6.927285714,0.999096149,3.791757613,0.435714286
SrUO3,Sr,U,TRUE,orthorhombic,2,4,1.44,1.18,0.89,0.95,1.38,2.768350558,2.0478,-7.409,0.876935921,4.298117259,0.635714286
SrVO3,Sr,V,TRUE,orthorhombic,2,4,1.44,1.18,0.58,0.95,1.63,2.768350558,1.758039163,-6.849285714,1.014233969,3.874183993,0.414285714
SrWO3,Sr,W,FALSE,cubic,2,4,1.44,1.18,0.66,0.95,2.36,2.768350558,1.7456,-6.608571429,0.974846242,3.714480722,0.471428571
SrZrO3,Sr,Zr,TRUE,orthorhombic,2,4,1.44,1.18,0.72,0.95,1.33,2.768350558,2.043777903,-7.184571429,0.947256254,3.715224608,0.514285714
TbAsO3,Tb,As,FALSE,cubic,3,3,1.1,0.84,0.58,1.2,2.18,2.557065458,1.932227032,-4.984857143,0.892811592,2.303360448,0.414285714
TbCoO3,Tb,Co,TRUE,orthorhombic,3,3,1.1,0.84,0.61,1.2,1.88,2.557065458,1.930310969,-5.142571429,0.879486046,2.470415093,0.435714286
TbCrO3,Tb,Cr,TRUE,orthorhombic,3,3,1.1,0.84,0.62,1.2,1.66,2.557065458,1.960053288,-5.251142857,0.875132155,2.541430623,0.442857143
TbFeO3,Tb,Fe,TRUE,orthorhombic,3,3,1.1,0.84,0.65,1.2,1.83,2.557065458,1.999521816,-5.210357143,0.862325343,2.804083187,0.464285714
TbGaO3,Tb,Ga,FALSE,orthorhombic,3,3,1.1,0.84,0.62,1.2,1.81,2.557065458,1.974643898,-5.184714286,0.875132155,2.541430623,0.442857143
TbHfO3,Tb,Hf,FALSE,orthorhombic,2,4,1.1,0.84,0.71,1.2,1.3,2.557065458,2.027412322,-5.548142857,0.837804243,5.049464814,0.507142857
TbMnO3,Tb,Mn,TRUE,orthorhombic,3,3,1.1,0.84,0.65,1.2,1.55,2.557065458,2.16999357,-5.340357143,0.862325343,2.804083187,0.464285714
TbMoO3,Tb,Mo,FALSE,cubic,1,5,1.1,0.84,0.61,1.2,2.16,2.557065458,1.7893,-5.020571429,0.879486046,4.353526343,0.435714286
TbNbO3,Tb,Nb,FALSE,cubic,1,5,1.1,0.84,0.64,1.2,1.6,2.557065458,1.955055241,-5.304,0.866552428,4.360983427,0.457142857
TbNiO3,Tb,Ni,FALSE,orthorhombic,3,3,1.1,0.84,0.6,1.2,1.91,2.557065458,2.103725488,-5.118571429,0.883883476,2.407207484,0.428571429
TbPdO3,Tb,Pd,FALSE,orthorhombic,2,4,1.1,0.84,0.62,1.2,2.2,2.557065458,2.04250519,-5.012,0.875132155,4.446975254,0.442857143
TbReO3,Tb,Re,FALSE,cubic,1,5,1.1,0.84,0.58,1.2,1.9,2.557065458,1.98797081,-5.100857143,0.892811592,4.376982218,0.414285714
TbRhO3,Tb,Rh,TRUE,cubic,2,4,1.1,0.84,0.6,1.2,2.28,2.557065458,2.001424352,-4.96,0.883883476,4.382582767,0.428571429
TbScO3,Tb,Sc,FALSE,orthorhombic,3,3,1.1,0.84,0.75,1.2,1.36,2.557065458,2.074614707,-5.577142857,0.822217187,4.355149721,0.535714286
TbSnO3,Tb,Sn,FALSE,cubic,2,4,1.1,0.84,0.69,1.2,1.96,2.557065458,2.052287148,-5.192285714,0.845821509,4.865573194,0.492857143
TbTaO3,Tb,Ta,FALSE,cubic,1,5,1.1,0.84,0.64,1.2,1.5,2.557065458,1.956808277,-5.349714286,0.866552428,4.360983427,0.457142857
TbTiO3,Tb,Ti,TRUE,orthorhombic,2,4,1.1,0.84,0.61,1.2,1.54,2.557065458,1.927848949,-5.290714286,0.879486046,4.411970718,0.435714286
TbVO3,Tb,V,TRUE,orthorhombic,2,4,1.1,0.84,0.58,1.2,1.63,2.557065458,1.758039163,-5.212714286,0.892811592,4.340171333,0.414285714
TbWO3,Tb,W,FALSE,cubic,1,5,1.1,0.84,0.62,1.2,2.36,2.557065458,1.7456,-4.941142857,0.875132155,4.352519885,0.442857143
TbZrO3,Tb,Zr,FALSE,cubic,2,4,1.1,0.84,0.72,1.2,1.33,2.557065458,2.043777903,-5.548,0.833852336,5.154101927,0.514285714
TeFeO3,Te,Fe,FALSE,cubic,2,4,0.97,0.77,0.59,2.1,1.83,2.393443528,1.999521816,-3.990357143,0.842132197,4.986539092,0.421428571
TeIrO3,Te,Ir,FALSE,cubic,2,4,0.97,0.77,0.63,2.1,2.2,2.393443528,2.009082787,-3.869857143,0.825538459,5.35738099,0.45
TeNbO3,Te,Nb,FALSE,cubic,1,5,0.97,0.77,0.64,2.1,1.6,2.393443528,1.955055241,-4.153,0.821491702,4.832337246,0.457142857
TePdO3,Te,Pd,FALSE,cubic,2,4,0.97,0.77,0.62,2.1,2.2,2.393443528,2.04250519,-3.861,0.829625283,5.249118793,0.442857143
TeRhO3,Te,Rh,FALSE,cubic,2,4,0.97,0.77,0.6,2.1,2.28,2.393443528,2.001424352,-3.809,0.837921536,5.06430624,0.428571429
TeSbO3,Te,Sb,FALSE,cubic,1,5,0.97,0.77,0.6,2.1,2.05,2.393443528,2.075848892,-3.907571429,0.837921536,4.698819787,0.428571429
TeTaO3,Te,Ta,FALSE,cubic,1,5,0.97,0.77,0.64,2.1,1.5,2.393443528,1.956808277,-4.198714286,0.821491702,4.832337246,0.457142857
TeTiO3,Te,Ti,FALSE,cubic,2,4,0.97,0.77,0.61,2.1,1.54,2.393443528,1.927848949,-4.139714286,0.833752772,5.15164383,0.435714286
TeVO3,Te,V,FALSE,cubic,2,4,0.97,0.77,0.58,2.1,1.63,2.393443528,1.758039163,-4.061714286,0.84638539,4.917848955,0.414285714
ThAsO3,Th,As,FALSE,cubic,4,2,1.21,0.94,0.58,1.3,2.18,2.582925572,1.932227032,-5.344714286,0.932095302,-2.238065795,0.414285714
ThCoO3,Th,Co,FALSE,orthorhombic,4,2,1.21,0.94,0.75,1.3,1.88,2.582925572,1.930310969,-5.658428571,0.858394744,-0.641172515,0.535714286
ThCrO3,Th,Cr,FALSE,orthorhombic,4,2,1.21,0.94,0.8,1.3,1.66,2.582925572,1.960053288,-5.839857143,0.838885772,0.371864885,0.571428571
ThCuO3,Th,Cu,FALSE,orthorhombic,4,2,1.21,0.94,0.73,1.3,1.9,2.582925572,2.005573846,-5.625714286,0.866454788,-0.961810059,0.521428571
ThFeO3,Th,Fe,FALSE,cubic,4,2,1.21,0.94,0.78,1.3,1.83,2.582925572,1.999521816,-5.719714286,0.846581972,-0.073070463,0.557142857
ThGeO3,Th,Ge,FALSE,cubic,4,2,1.21,0.94,0.73,1.3,2.01,2.582925572,1.899964183,-5.568357143,0.866454788,-0.961810059,0.521428571
ThHfO3,Th,Hf,FALSE,cubic,4,2,1.21,0.94,0.71,1.3,1.3,2.582925572,2.027412322,-5.908,0.87466763,-1.241140334,0.507142857
ThInO3,Th,In,FALSE,cubic,4,2,1.21,0.94,0.8,1.3,1.78,2.582925572,2.147680955,-5.771285714,0.838885772,0.371864885,0.571428571
ThMgO3,Th,Mg,FALSE,orthorhombic,4,2,1.21,0.94,0.72,1.3,1.31,2.582925572,2.046489492,-5.918142857,0.870541839,-1.106401407,0.514285714
ThMnO3,Th,Mn,FALSE,cubic,4,2,1.21,0.94,0.83,1.3,1.55,2.582925572,2.16999357,-5.943214286,0.827600313,1.156507602,0.592857143
ThMoO3,Th,Mo,FALSE,cubic,4,2,1.21,0.94,0.65,1.3,2.16,2.582925572,1.7893,-5.417,0.900267658,-1.863349543,0.464285714
ThNbO3,Th,Nb,FALSE,cubic,4,2,1.21,0.94,0.72,1.3,1.6,2.582925572,1.955055241,-5.769,0.870541839,-1.106401407,0.514285714
ThNiO3,Th,Ni,FALSE,orthorhombic,4,2,1.21,0.94,0.69,1.3,1.91,2.582925572,2.103725488,-5.576785714,0.883037655,-1.482689667,0.492857143
ThReO3,Th,Re,FALSE,cubic,4,2,1.21,0.94,0.63,1.3,1.9,2.582925572,1.98797081,-5.515714286,0.90913729,-2.006581603,0.45
ThRuO3,Th,Ru,FALSE,cubic,4,2,1.21,0.94,0.68,1.3,2.2,2.582925572,2.018753288,-5.425,0.887283028,-1.590215172,0.485714286
ThSnO3,Th,Sn,FALSE,cubic,4,2,1.21,0.94,0.69,1.3,1.96,2.582925572,2.052287148,-5.552142857,0.883037655,-1.482689667,0.492857143
ThTaO3,Th,Ta,FALSE,cubic,4,2,1.21,0.94,0.72,1.3,1.5,2.582925572,1.956808277,-5.820428571,0.870541839,-1.106401407,0.514285714
ThVO3,Th,V,FALSE,orthorhombic,4,2,1.21,0.94,0.79,1.3,1.63,2.582925572,1.758039163,-5.844071429,0.842716301,0.142240509,0.564285714
ThWO3,Th,W,FALSE,cubic,4,2,1.21,0.94,0.66,1.3,2.36,2.582925572,1.7456,-5.331857143,0.895897427,-1.780289011,0.471428571
ThZnO3,Th,Zn,FALSE,cubic,4,2,1.21,0.94,0.74,1.3,1.65,2.582925572,2.096140752,-5.768857143,0.862405934,-0.806904136,0.528571429
TlAsO3,Tl,As,FALSE,tetragonal,3,3,0.98,1.2,0.58,1.62,2.18,2.531967494,1.932227032,-4.204,0.849956636,3.07771886,0.414285714
TlBiO3,Tl,Bi,FALSE,orthorhombic,1,5,1.7,1.2,0.76,1.62,2.02,2.531967494,2.215655462,-7.158,1.014829177,3.620566426,0.542857143
TlCoO3,Tl,Co,FALSE,orthorhombic,3,3,0.98,1.2,0.61,1.62,1.88,2.531967494,1.930310969,-4.361714286,0.837270716,3.461158843,0.435714286
TlCrO3,Tl,Cr,FALSE,orthorhombic,3,3,0.98,1.2,0.62,1.62,1.66,2.531967494,1.960053288,-4.470285714,0.833125811,3.615409911,0.442857143
TlFeO3,Tl,Fe,TRUE,orthorhombic,3,3,0.98,1.2,0.65,1.62,1.83,2.531967494,1.999521816,-4.4295,0.820933726,4.170151437,0.464285714
TlGaO3,Tl,Ga,FALSE,orthorhombic,3,3,0.98,1.2,0.62,1.62,1.81,2.531967494,1.974643898,-4.403857143,0.833125811,3.615409911,0.442857143
TlGeO3,Tl,Ge,FALSE,tetragonal,3,3,0.98,1.2,0.63,1.62,2.01,2.531967494,1.899964183,-4.3255,0.829021743,3.784288168,0.45
TlMnO3,Tl,Mn,FALSE,orthorhombic,3,3,0.98,1.2,0.65,1.62,1.55,2.531967494,2.16999357,-4.5595,0.820933726,4.170151437,0.464285714
TlMoO3,Tl,Mo,FALSE,cubic,1,5,1.7,1.2,0.61,1.62,2.16,2.531967494,1.7893,-6.944857143,1.090562697,4.014194495,0.435714286
TlNbO3,Tl,Nb,FALSE,tetragonal,1,5,1.7,1.2,0.64,1.62,1.6,2.531967494,1.955055241,-7.228285714,1.074525011,3.906517559,0.457142857
TlNiO3,Tl,Ni,FALSE,orthorhombic,3,3,0.98,1.2,0.6,1.62,1.91,2.531967494,2.103725488,-4.337714286,0.84145707,3.320636893,0.428571429
TlTaO3,Tl,Ta,FALSE,tetragonal,1,5,1.7,1.2,0.64,1.62,1.5,2.531967494,1.956808277,-7.274,1.074525011,3.906517559,0.457142857
TlUO3,Tl,U,FALSE,cubic,1,5,1.7,1.2,0.76,1.62,1.38,2.531967494,2.0478,-7.505428571,1.014829177,3.620566426,0.542857143
TlVO3,Tl,V,FALSE,orthorhombic,3,3,0.98,1.2,0.64,1.62,1.63,2.531967494,1.758039163,-4.509428571,0.824957911,3.968814807,0.457142857
TlWO3,Tl,W,FALSE,cubic,1,5,1.7,1.2,0.62,1.62,2.36,2.531967494,1.7456,-6.865428571,1.085163872,3.976447786,0.442857143
TmAsO3,Tm,As,FALSE,cubic,3,3,1.05,0.96,0.58,1.25,2.18,2.411515774,1.932227032,-4.7445,0.874955361,2.564384199,0.414285714
TmCoO3,Tm,Co,FALSE,orthorhombic,3,3,1.05,0.96,0.61,1.25,1.88,2.411515774,1.930310969,-4.902214286,0.861896325,2.803575659,0.435714286
TmCrO3,Tm,Cr,TRUE,orthorhombic,3,3,1.05,0.96,0.62,1.25,1.66,2.411515774,1.960053288,-5.010785714,0.857629512,2.901942187,0.442857143
TmFeO3,Tm,Fe,TRUE,orthorhombic,3,3,1.05,0.96,0.65,1.25,1.83,2.411515774,1.999521816,-4.97,0.845078836,3.258987676,0.464285714
TmGaO3,Tm,Ga,FALSE,orthorhombic,3,3,1.05,0.96,0.62,1.25,1.81,2.411515774,1.974643898,-4.944357143,0.857629512,2.901942187,0.442857143
TmHfO3,Tm,Hf,FALSE,cubic,2,4,1.09,0.96,0.71,1.25,1.3,2.411515774,2.027412322,-5.468642857,0.834453026,5.134536152,0.507142857
TmIrO3,Tm,Ir,FALSE,cubic,2,4,1.09,0.96,0.63,1.25,2.2,2.411515774,2.009082787,-4.941357143,0.867337874,4.534214963,0.45
TmMoO3,Tm,Mo,FALSE,cubic,2,4,1.09,0.96,0.65,1.25,2.16,2.411515774,1.7893,-4.977642857,0.858876042,4.641470305,0.464285714
TmNbO3,Tm,Nb,FALSE,cubic,2,4,1.09,0.96,0.68,1.25,1.6,2.411515774,1.955055241,-5.277071429,0.846488406,4.853247805,0.485714286
TmNiO3,Tm,Ni,TRUE,orthorhombic,3,3,1.05,0.96,0.6,1.25,1.91,2.411515774,2.103725488,-4.878214286,0.866205807,2.714769871,0.428571429
TmPdO3,Tm,Pd,FALSE,cubic,2,4,1.09,0.96,0.62,1.25,2.2,2.411515774,2.04250519,-4.9325,0.871631626,4.489976815,0.442857143
TmReO3,Tm,Re,FALSE,cubic,2,4,1.09,0.96,0.63,1.25,1.9,2.411515774,1.98797081,-5.076357143,0.867337874,4.534214963,0.45
TmRhO3,Tm,Rh,FALSE,cubic,2,4,1.09,0.96,0.6,1.25,2.28,2.411515774,2.001424352,-4.8805,0.880347943,4.419284971,0.428571429
TmRuO3,Tm,Ru,FALSE,cubic,2,4,1.09,0.96,0.62,1.25,2.2,2.411515774,2.018753288,-4.9325,0.871631626,4.489976815,0.442857143
TmSnO3,Tm,Sn,FALSE,cubic,2,4,1.09,0.96,0.69,1.25,1.96,2.411515774,2.052287148,-5.112785714,0.842438223,4.938728248,0.492857143
TmTaO3,Tm,Ta,FALSE,cubic,2,4,1.09,0.96,0.68,1.25,1.5,2.411515774,1.956808277,-5.325642857,0.846488406,4.853247805,0.485714286
TmTiO3,Tm,Ti,TRUE,orthorhombic,2,4,1.09,0.96,0.61,1.25,1.54,2.411515774,1.927848949,-5.211214286,0.875968102,4.451723575,0.435714286
TmVO3,Tm,V,TRUE,orthorhombic,2,4,1.09,0.96,0.58,1.25,1.63,2.411515774,1.758039163,-5.133214286,0.889240346,4.371300896,0.414285714
TmWO3,Tm,W,FALSE,cubic,2,4,1.09,0.96,0.66,1.25,2.36,2.411515774,1.7456,-4.8925,0.85470674,4.704978249,0.471428571
TmZrO3,Tm,Zr,FALSE,cubic,2,4,1.09,0.96,0.72,1.25,1.33,2.411515774,2.043777903,-5.4685,0.830516927,5.245893523,0.514285714
UAsO3,U,As,FALSE,cubic,3,3,1.03,0.85,0.58,1.38,2.18,2.344466993,1.932227032,-4.568428571,0.867812868,2.690680254,0.414285714
UCoO3,U,Co,FALSE,cubic,3,3,1.03,0.85,0.61,1.38,1.88,2.344466993,1.930310969,-4.726142857,0.854860437,2.964880997,0.435714286
UCrO3,U,Cr,FALSE,rhombohedral,3,3,1.03,0.85,0.62,1.38,1.66,2.344466993,1.960053288,-4.834714286,0.850628455,3.076669632,0.442857143
UCuO3,U,Cu,FALSE,rhombohedral,4,2,1.17,0.85,0.73,1.38,1.9,2.344466993,2.005573846,-5.399428571,0.853175788,-0.491430864,0.521428571
UFeO3,U,Fe,FALSE,cubic,3,3,1.03,0.85,0.65,1.38,1.83,2.344466993,1.999521816,-4.793928571,0.838180233,3.480622904,0.464285714
UGaO3,U,Ga,FALSE,orthorhombic,3,3,1.03,0.85,0.62,1.38,1.81,2.344466993,1.974643898,-4.768285714,0.850628455,3.076669632,0.442857143
UGeO3,U,Ge,FALSE,cubic,3,3,1.03,0.85,0.63,1.38,2.01,2.344466993,1.899964183,-4.689928571,0.846438167,3.199478438,0.45
UIrO3,U,Ir,FALSE,cubic,3,3,1.03,0.85,0.68,1.38,2.2,2.344466993,2.009082787,-4.648714286,0.826091095,4.002669215,0.485714286
UMgO3,U,Mg,FALSE,orthorhombic,4,2,1.17,0.85,0.72,1.38,1.31,2.344466993,2.046489492,-5.691857143,0.857200202,-0.667511556,0.514285714
UMnO3,U,Mn,FALSE,orthorhombic,3,3,1.03,0.85,0.65,1.38,1.55,2.344466993,2.16999357,-4.923928571,0.838180233,3.480622904,0.464285714
UMoO3,U,Mo,FALSE,cubic,3,3,1.03,0.85,0.69,1.38,2.16,2.344466993,1.7893,-4.677285714,0.822138506,4.207241977,0.492857143
UNiO3,U,Ni,FALSE,cubic,4,2,1.17,0.85,0.69,1.38,1.91,2.344466993,2.103725488,-5.3505,0.869504511,-1.126805008,0.492857143
UReO3,U,Re,FALSE,cubic,3,3,1.03,0.85,0.63,1.38,1.9,2.344466993,1.98797081,-4.739428571,0.846438167,3.199478438,0.45
URhO3,U,Rh,FALSE,cubic,3,3,1.03,0.85,0.67,1.38,2.28,2.344466993,2.001424352,-4.601571429,0.830081874,3.814087726,0.478571429
URuO3,U,Ru,FALSE,cubic,3,3,1.03,0.85,0.68,1.38,2.2,2.344466993,2.018753288,-4.648714286,0.826091095,4.002669215,0.485714286
USnO3,U,Sn,FALSE,cubic,3,3,1.03,0.85,0.69,1.38,1.96,2.344466993,2.052287148,-4.775857143,0.822138506,4.207241977,0.492857143
UTiO3,U,Ti,FALSE,orthorhombic,3,3,1.03,0.85,0.67,1.38,1.54,2.344466993,1.927848949,-4.955714286,0.830081874,3.814087726,0.478571429
UVO3,U,V,FALSE,orthorhombic,3,3,1.03,0.85,0.64,1.38,1.63,2.344466993,1.758039163,-4.873857143,0.84228896,3.333904436,0.457142857
UWO3,U,W,FALSE,cubic,3,3,1.03,0.85,0.66,1.38,2.36,2.344466993,1.7456,-4.555571429,0.834111397,3.640396778,0.471428571
UZnO3,U,Zn,FALSE,cubic,4,2,1.17,0.85,0.74,1.38,1.65,2.344466993,2.096140752,-5.542571429,0.849188985,-0.302820477,0.528571429
YAsO3,Y,As,FALSE,cubic,3,3,1.08,0.9,0.58,1.22,2.18,2.566448705,1.932227032,-4.888285714,0.8856691,2.39933722,0.414285714
YCoO3,Y,Co,TRUE,orthorhombic,3,3,1.08,0.9,0.61,1.22,1.88,2.566448705,1.930310969,-5.046,0.872450158,2.592949714,0.435714286
YCrO3,Y,Cr,TRUE,orthorhombic,3,3,1.08,0.9,0.62,1.22,1.66,2.566448705,1.960053288,-5.154571429,0.868131098,2.673985573,0.442857143
YFeO3,Y,Fe,TRUE,orthorhombic,3,3,1.08,0.9,0.65,1.22,1.83,2.566448705,1.999521816,-5.113785714,0.85542674,2.971029231,0.464285714
YGaO3,Y,Ga,TRUE,orthorhombic,3,3,1.08,0.9,0.62,1.22,1.81,2.566448705,1.974643898,-5.088142857,0.868131098,2.673985573,0.442857143
YGeO3,Y,Ge,FALSE,cubic,3,3,1.08,0.9,0.63,1.22,2.01,2.566448705,1.899964183,-5.009785714,0.86385459,2.763763097,0.45
YHfO3,Y,Hf,FALSE,orthorhombic,3,3,1.08,0.9,0.71,1.22,1.3,2.566448705,2.027412322,-5.451571429,0.831101809,3.851233998,0.507142857
YMnO3,Y,Mn,TRUE,orthorhombic,3,3,1.08,0.9,0.65,1.22,1.55,2.566448705,2.16999357,-5.243785714,0.85542674,2.971029231,0.464285714
YMoO3,Y,Mo,FALSE,cubic,3,3,1.08,0.9,0.69,1.22,2.16,2.566448705,1.7893,-4.997142857,0.839054937,3.509773593,0.492857143
YNbO3,Y,Nb,FALSE,cubic,1,5,1.08,0.9,0.64,1.22,1.6,2.566448705,1.955055241,-5.207428571,0.859620009,4.412547275,0.457142857
YNiO3,Y,Ni,TRUE,orthorhombic,3,3,1.08,0.9,0.6,1.22,1.91,2.566448705,2.103725488,-5.022,0.876812409,2.520339985,0.428571429
YReO3,Y,Re,FALSE,cubic,1,5,1.08,0.9,0.58,1.22,1.9,2.566448705,1.98797081,-5.004285714,0.8856691,4.408974475,0.414285714
YRhO3,Y,Rh,FALSE,cubic,3,3,1.08,0.9,0.67,1.22,2.28,2.566448705,2.001424352,-4.921428571,0.847161748,3.218228088,0.478571429
YSnO3,Y,Sn,FALSE,cubic,3,3,1.08,0.9,0.69,1.22,1.96,2.566448705,2.052287148,-5.095714286,0.839054937,3.509773593,0.492857143
YTaO3,Y,Ta,FALSE,cubic,1,5,1.08,0.9,0.64,1.22,1.5,2.566448705,1.956808277,-5.253142857,0.859620009,4.412547275,0.457142857
